SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
SADBHIN,EQ,04-Apr-2018,136.35,137.00,138.75,131.00,131.60,131.40,133.94,151855,203.40,1006,115503,76.06
SAGCEM,EQ,04-Apr-2018,944.45,960.00,969.50,940.00,940.00,940.55,947.18,1883,17.84,170,1297,68.88
SAIL,EQ,04-Apr-2018,74.95,75.95,76.85,71.90,72.30,72.30,74.41,15749781,11719.39,38604,2531768,16.07
SAKAR,SM,04-Apr-2018,63.80,62.00,67.00,62.00,67.00,65.65,64.43,24000,15.46,8,18000,75.00
SAKHTISUG,EQ,04-Apr-2018,17.50,17.65,18.15,17.25,17.35,17.45,17.80,65237,11.61,356,36873,56.52
SAKSOFT,EQ,04-Apr-2018,233.20,238.00,238.00,227.50,227.65,228.35,230.83,4532,10.46,200,3186,70.30
SAKUMA,EQ,04-Apr-2018,151.15,153.00,156.60,150.00,156.45,155.60,153.02,6968,10.66,250,4900,70.32
SALASAR,EQ,04-Apr-2018,346.75,347.50,362.00,340.00,340.00,340.75,355.97,55657,198.12,1669,27479,49.37
SALONA,EQ,04-Apr-2018,91.15,89.45,95.70,89.45,94.40,93.30,94.45,2225,2.10,53,1499,67.37
SALORAINTL,EQ,04-Apr-2018,39.75,39.75,40.00,38.05,38.75,38.75,38.93,718,0.28,11,378,52.65
SALSTEEL,EQ,04-Apr-2018,8.05,8.45,8.45,7.90,8.10,8.05,8.37,129547,10.84,148,92078,71.08
SALZERELEC,EQ,04-Apr-2018,205.00,205.00,212.00,197.90,200.10,200.05,205.92,79420,163.54,1257,33159,41.75
SAMBHAAV,EQ,04-Apr-2018,9.35,9.35,9.70,9.05,9.05,9.10,9.35,35535,3.32,69,34079,95.90
SAMTEL,BZ,04-Apr-2018,0.40,0.35,0.40,0.35,0.40,0.40,0.37,40401,0.15,31,-,-
SANCO,EQ,04-Apr-2018,32.10,32.20,33.20,31.55,31.60,31.95,32.58,26517,8.64,214,18813,70.95
SANDESH,EQ,04-Apr-2018,1044.45,1031.05,1094.95,1031.05,1050.00,1051.15,1061.93,953,10.12,197,574,60.23
SANDHAR,EQ,04-Apr-2018,332.05,332.55,347.80,332.55,343.00,343.50,342.36,1804221,6176.87,32266,936709,51.92
SANGAMIND,EQ,04-Apr-2018,124.55,125.95,128.90,122.20,122.20,123.20,126.08,11847,14.94,380,6478,54.68
SANGHIIND,EQ,04-Apr-2018,121.90,123.00,123.05,117.80,118.05,118.25,119.97,120972,145.14,1470,72784,60.17
SANGHVIFOR,EQ,04-Apr-2018,29.10,28.20,31.55,28.20,30.55,31.05,30.11,10979,3.31,111,7379,67.21
SANGHVIMOV,EQ,04-Apr-2018,183.50,184.00,195.35,184.00,193.25,191.75,191.51,82646,158.28,1521,55812,67.53
SANGINITA,SM,04-Apr-2018,48.75,51.00,51.00,48.30,48.30,48.30,48.98,12000,5.88,4,12000,100.00
SANOFI,EQ,04-Apr-2018,5167.15,5199.90,5199.90,5092.15,5148.00,5119.80,5144.45,60635,3119.34,980,2854,4.71
SANWARIA,EQ,04-Apr-2018,20.00,20.40,20.60,19.10,20.00,19.85,19.84,8303469,1647.60,9730,3144030,37.86
SARDAEN,EQ,04-Apr-2018,441.65,445.85,452.90,431.00,436.00,434.05,442.46,81875,362.27,3046,42095,51.41
SAREGAMA,EQ,04-Apr-2018,718.25,723.90,743.90,707.45,719.90,719.20,727.35,145375,1057.39,5314,30624,21.07
SARLAPOLY,EQ,04-Apr-2018,55.30,55.70,57.35,53.10,54.20,53.85,55.40,102512,56.79,898,53899,52.58
SARVESHWAR,SM,04-Apr-2018,62.35,60.15,62.00,60.15,60.15,60.15,60.99,24000,14.64,15,19200,80.00
SASKEN,EQ,04-Apr-2018,719.50,725.00,733.00,703.20,704.05,708.15,724.61,10574,76.62,887,6622,62.63
SASTASUNDR,EQ,04-Apr-2018,115.00,119.00,119.00,115.00,115.00,115.65,116.23,2057,2.39,34,1355,65.87
SATHAISPAT,EQ,04-Apr-2018,17.65,17.65,18.05,17.30,17.50,17.50,17.74,28013,4.97,225,20024,71.48
SATIN,EQ,04-Apr-2018,397.75,394.70,407.10,394.70,398.00,404.10,402.99,43942,177.08,2015,32440,73.82
SBILIFE,EQ,04-Apr-2018,680.00,681.05,690.95,677.10,677.10,679.95,680.93,520436,3543.83,45408,422242,81.13
SBIN,EQ,04-Apr-2018,250.50,251.70,253.00,245.50,246.70,247.30,249.33,18824449,46934.72,109181,5025914,26.70
SBIN,N2,04-Apr-2018,10512.48,10505.00,10749.99,10505.00,10650.00,10650.00,10590.82,185,19.59,24,181,97.84
SBIN,N5,04-Apr-2018,10902.32,10940.00,11049.99,10930.00,11044.99,11017.28,10964.63,703,77.08,65,703,100.00
SBIN,N6,04-Apr-2018,10600.00,10600.00,10600.00,10500.00,10500.00,10500.00,10562.50,8,0.85,2,8,100.00
SCAPDVR,BE,04-Apr-2018,5.40,5.15,5.15,5.15,5.15,5.15,5.15,10,0.00,1,-,-
SCHAEFFLER,EQ,04-Apr-2018,5449.60,5500.00,5500.05,5390.00,5415.00,5400.45,5415.53,18083,979.29,726,17325,95.81
SCHAND,EQ,04-Apr-2018,405.80,405.80,411.95,400.30,402.15,403.20,405.77,27655,112.21,921,19410,70.19
SCHNEIDER,EQ,04-Apr-2018,120.80,120.05,122.20,116.70,118.30,118.10,119.68,126902,151.88,1660,61026,48.09
SCI,EQ,04-Apr-2018,67.70,68.00,69.30,65.55,66.40,66.30,67.85,766023,519.72,5093,338119,44.14
SDBL,EQ,04-Apr-2018,237.80,239.75,252.90,236.30,238.50,238.50,244.23,157321,384.22,3262,65716,41.77
SEAMECLTD,EQ,04-Apr-2018,212.40,216.00,217.50,209.00,209.00,209.00,210.13,19116,40.17,155,14709,76.95
SECURCRED,SM,04-Apr-2018,175.80,175.00,175.00,168.00,168.00,168.00,170.88,3000,5.13,5,3000,100.00
SELAN,EQ,04-Apr-2018,200.95,200.10,207.80,197.10,200.90,200.90,202.02,66652,134.65,1086,29528,44.30
SELMCL,EQ,04-Apr-2018,2.10,2.20,2.20,2.20,2.20,2.20,2.20,47478,1.04,31,46478,97.89
SENSEXIWIN,EQ,04-Apr-2018,348.00,350.13,351.14,344.85,344.85,344.85,350.48,179,0.63,16,174,97.21
SEPOWER,EQ,04-Apr-2018,7.25,7.00,7.30,6.90,7.30,7.30,6.92,5425,0.38,13,5425,100.00
SEQUENT,EQ,04-Apr-2018,75.10,75.25,75.70,69.75,69.90,70.35,72.23,461095,333.05,2145,383127,83.09
SERVALL,BZ,04-Apr-2018,0.90,0.85,0.85,0.85,0.85,0.85,0.85,135,0.00,3,-,-
SERVOTECH,SM,04-Apr-2018,39.40,39.00,40.00,39.00,40.00,40.00,39.50,12000,4.74,3,12000,100.00
SESHAPAPER,EQ,04-Apr-2018,895.05,905.10,918.00,855.00,877.00,870.30,882.58,5477,48.34,351,3755,68.56
SETCO,EQ,04-Apr-2018,57.35,57.65,59.20,55.65,56.50,56.35,57.52,690058,396.90,3646,285544,41.38
SETFGOLD,EQ,04-Apr-2018,2801.90,2798.95,2813.00,2787.15,2811.00,2809.70,2795.87,6227,174.10,882,4935,79.25
SETFNIF50,EQ,04-Apr-2018,103.43,103.08,103.56,101.93,102.14,102.17,103.07,26303,27.11,78,25120,95.50
SETFNIFBK,EQ,04-Apr-2018,246.35,246.50,247.60,242.85,243.26,242.86,243.68,2129,5.19,41,1925,90.42
SETFNN50,EQ,04-Apr-2018,298.05,298.75,299.04,293.00,293.00,294.00,296.68,2332,6.92,42,2082,89.28
SEZAL,BZ,04-Apr-2018,4.35,4.30,4.30,4.15,4.15,4.15,4.17,2320,0.10,7,-,-
SFL,EQ,04-Apr-2018,1547.65,1550.05,1570.00,1533.00,1545.00,1545.75,1546.73,545,8.43,58,508,93.21
SGBAUG24,GB,04-Apr-2018,2785.01,2845.00,2845.00,2783.00,2800.00,2798.56,2798.70,38,1.06,14,35,92.11
SGBFEB24,GB,04-Apr-2018,2800.00,2756.11,2782.00,2756.11,2775.08,2775.08,2771.06,6,0.17,3,6,100.00
SGBJUL25,GB,04-Apr-2018,2755.00,2731.00,2743.00,2731.00,2741.00,2741.57,2740.62,268,7.34,18,261,97.39
SGBMAR24,GB,04-Apr-2018,2799.99,2811.95,2811.95,2811.95,2811.95,2811.95,2811.95,5,0.14,1,5,100.00
SGBMAR25,GB,04-Apr-2018,2760.00,2760.00,2760.00,2722.00,2730.25,2730.80,2730.49,47,1.28,11,37,78.72
SGBMAY25,GB,04-Apr-2018,2758.88,2745.05,2745.05,2745.00,2745.00,2745.00,2745.00,212,5.82,12,206,97.17
SGBNOV23,GB,04-Apr-2018,2800.00,2800.00,2800.00,2800.00,2800.00,2800.00,2800.00,2,0.06,2,2,100.00
SGBNOV24,GB,04-Apr-2018,2789.84,2767.00,2783.00,2767.00,2776.66,2776.59,2775.41,199,5.52,16,193,96.98
SGBOCT25IV,GB,04-Apr-2018,2690.04,2700.04,2700.04,2690.00,2690.00,2690.00,2692.68,15,0.40,5,15,100.00
SGBSEP24,GB,04-Apr-2018,2779.24,2870.00,2870.00,2763.10,2773.13,2782.69,2783.53,425,11.83,34,393,92.47
SGL,EQ,04-Apr-2018,16.95,17.30,17.90,16.35,17.00,17.30,17.41,11423,1.99,49,9637,84.36
SHAHALLOYS,EQ,04-Apr-2018,46.10,48.40,48.40,43.80,43.80,43.80,46.21,239241,110.55,958,120498,50.37
SHAKTIPUMP,EQ,04-Apr-2018,570.55,579.90,582.00,547.75,554.05,554.90,567.25,74753,424.03,2626,31479,42.11
SHALBY,EQ,04-Apr-2018,213.10,213.05,217.70,211.00,212.00,212.20,213.95,98194,210.09,1919,48453,49.34
SHALPAINTS,EQ,04-Apr-2018,154.25,155.00,160.00,153.15,155.00,155.20,157.60,31563,49.74,761,13799,43.72
SHANKARA,EQ,04-Apr-2018,1813.20,1828.95,1839.00,1756.00,1787.20,1792.60,1802.09,39366,709.41,4040,15591,39.61
SHANTI,SM,04-Apr-2018,40.50,38.00,38.70,36.40,36.40,36.40,37.92,15000,5.69,5,12000,80.00
SHANTIGEAR,EQ,04-Apr-2018,137.10,139.15,139.85,133.45,135.75,134.70,137.31,14983,20.57,295,9172,61.22
SHARDACROP,EQ,04-Apr-2018,412.50,415.45,420.85,396.20,397.00,398.25,408.36,23448,95.75,928,9953,42.45
SHARDAMOTR,EQ,04-Apr-2018,1978.05,1982.10,1995.00,1958.05,1970.00,1970.10,1980.67,3156,62.51,239,2109,66.83
SHARIABEES,EQ,04-Apr-2018,251.33,245.10,251.99,245.10,251.49,251.49,251.69,231,0.58,8,212,91.77
SHARONBIO,BZ,04-Apr-2018,5.60,5.60,5.70,5.45,5.50,5.60,5.59,16367,0.92,31,-,-
SHEMAROO,EQ,04-Apr-2018,550.85,552.00,558.00,533.90,533.90,543.55,551.80,13906,76.73,1919,6895,49.58
SHILPAMED,EQ,04-Apr-2018,473.25,478.00,490.00,474.05,481.30,480.35,483.57,41748,201.88,1606,21565,51.66
SHILPI,EQ,04-Apr-2018,8.25,8.65,8.65,8.35,8.65,8.65,8.64,103474,8.94,162,78600,75.96
SHIRPUR-G,EQ,04-Apr-2018,133.40,137.40,137.40,131.00,131.00,131.05,134.13,1027,1.38,49,585,56.96
SHIVAMAUTO,EQ,04-Apr-2018,82.25,82.25,84.00,78.30,79.00,78.95,81.49,254519,207.41,2596,116475,45.76
SHIVAMILLS,EQ,04-Apr-2018,71.05,72.00,74.90,63.95,63.95,63.95,67.34,29621,19.95,329,13816,46.64
SHIVATEX,EQ,04-Apr-2018,483.75,485.00,494.95,476.25,489.00,486.75,487.51,1366,6.66,35,1052,77.01
SHK,EQ,04-Apr-2018,260.40,261.70,262.65,252.25,253.35,253.30,259.11,84255,218.31,905,66201,78.57
SHOPERSTOP,EQ,04-Apr-2018,543.15,545.00,553.35,536.60,540.30,545.25,543.26,148946,809.17,2500,101173,67.93
SHRADHA,SM,04-Apr-2018,51.00,55.00,55.00,55.00,55.00,55.00,55.00,2000,1.10,1,2000,100.00
SHREECEM,EQ,04-Apr-2018,16644.00,16662.00,16787.95,16211.00,16222.00,16318.05,16536.36,28319,4682.93,6451,19361,68.37
SHREEPUSHK,EQ,04-Apr-2018,213.70,216.35,224.00,211.70,214.40,214.95,218.80,93154,203.83,2380,34874,37.44
SHREERAMA,EQ,04-Apr-2018,11.45,11.75,11.95,11.60,11.70,11.70,11.69,5463,0.64,24,4720,86.40
SHRENIK,SM,04-Apr-2018,707.00,708.00,714.50,691.00,691.00,701.05,704.92,47000,331.31,68,8500,18.09
SHREYANIND,EQ,04-Apr-2018,149.30,148.15,153.95,147.10,147.50,147.80,150.51,19806,29.81,412,12405,62.63
SHREYAS,EQ,04-Apr-2018,516.10,513.45,542.00,513.45,535.00,526.00,525.16,1993,10.47,80,1870,93.83
SHRIPISTON,BE,04-Apr-2018,1502.80,1490.10,1550.00,1490.10,1515.10,1517.20,1513.78,1209,18.30,113,-,-
SHRIRAMCIT,EQ,04-Apr-2018,2224.50,2244.00,2325.00,2237.00,2280.20,2301.05,2293.34,15137,347.14,1008,9460,62.50
SHRIRAMCIT,ND,04-Apr-2018,1036.00,1040.00,1040.00,1035.25,1035.25,1035.25,1037.70,5,0.05,5,5,100.00
SHRIRAMCIT,NG,04-Apr-2018,1567.00,1572.00,1590.25,1570.00,1590.25,1590.25,1575.72,200,3.15,9,150,75.00
SHRIRAMEPC,EQ,04-Apr-2018,28.15,28.45,29.00,26.10,27.00,26.90,27.54,246625,67.92,1162,121682,49.34
SHYAMCENT,EQ,04-Apr-2018,9.70,9.70,10.10,9.40,9.40,9.45,9.73,38013,3.70,71,34417,90.54
SHYAMTEL,EQ,04-Apr-2018,18.55,17.65,18.50,17.65,17.65,17.65,17.81,17291,3.08,70,16607,96.04
SICAGEN,EQ,04-Apr-2018,38.80,39.75,39.80,37.60,38.00,37.95,38.78,20181,7.83,227,14867,73.67
SICAL,EQ,04-Apr-2018,219.75,223.95,224.00,214.50,214.50,215.15,217.88,28329,61.72,439,16457,58.09
SIEMENS,EQ,04-Apr-2018,1124.45,1124.05,1133.00,1097.50,1114.80,1116.55,1114.83,185517,2068.20,9250,71091,38.32
SIGNET,EQ,04-Apr-2018,7.25,7.35,7.60,7.25,7.50,7.60,7.56,147290,11.14,255,120108,81.55
SIIL,SM,04-Apr-2018,60.40,60.60,60.60,60.60,60.60,60.60,60.60,2000,1.21,1,2000,100.00
SIKKO,SM,04-Apr-2018,39.00,39.00,39.50,39.00,39.50,39.25,39.25,8000,3.14,2,8000,100.00
SIL,BE,04-Apr-2018,21.80,22.85,22.85,21.00,21.00,21.00,21.02,180,0.04,3,-,-
SILINV,EQ,04-Apr-2018,379.95,389.00,398.90,365.55,384.00,377.15,382.87,11156,42.71,458,5828,52.24
SILLYMONKS,SM,04-Apr-2018,129.00,130.75,130.75,127.00,127.00,127.00,128.25,3600,4.62,3,3600,100.00
SILVERTUC,SM,04-Apr-2018,122.00,121.50,121.50,121.00,121.00,121.00,121.41,16000,19.43,12,13000,81.25
SIMBHALS,EQ,04-Apr-2018,14.85,14.85,15.90,14.45,14.80,14.60,15.14,46519,7.04,234,15474,33.26
SIMPLEX,EQ,04-Apr-2018,24.00,25.00,25.10,23.60,24.75,24.15,24.74,14692,3.63,108,11870,80.79
SIMPLEXINF,EQ,04-Apr-2018,546.10,551.85,553.10,537.00,537.20,540.45,544.69,9762,53.17,661,5213,53.40
SINTERCOM,SM,04-Apr-2018,84.70,87.00,88.00,82.40,82.40,82.95,86.26,144000,124.22,69,102000,70.83
SINTEX,EQ,04-Apr-2018,19.15,19.40,19.90,18.90,19.40,19.35,19.46,4430289,862.22,7693,1404668,31.71
SIS,EQ,04-Apr-2018,1128.20,1129.95,1157.00,1117.05,1150.00,1147.55,1141.47,39249,448.01,1452,30466,77.62
SITASHREE,BE,04-Apr-2018,2.90,2.80,2.90,2.80,2.85,2.90,2.88,5276,0.15,11,-,-
SITINET,EQ,04-Apr-2018,15.85,16.50,16.50,15.70,16.15,16.05,16.01,67913,10.87,406,46430,68.37
SIYSIL,EQ,04-Apr-2018,622.15,628.65,633.00,618.00,626.00,621.30,625.12,3945,24.66,264,2353,59.65
SJVN,EQ,04-Apr-2018,33.50,34.80,35.50,33.75,34.00,34.00,34.24,2050662,702.24,9654,640192,31.22
SKFINDIA,EQ,04-Apr-2018,1800.50,1810.00,1827.95,1751.15,1800.00,1810.55,1808.55,5977,108.10,780,3460,57.89
SKIL,BE,04-Apr-2018,29.55,30.90,30.90,28.10,29.70,28.25,29.27,23673,6.93,81,-,-
SKIPPER,EQ,04-Apr-2018,226.35,231.70,233.45,225.55,226.30,226.50,229.69,93710,215.25,1365,71043,75.81
SKMEGGPROD,EQ,04-Apr-2018,88.45,88.00,89.95,85.30,86.50,86.10,87.83,104747,92.00,1198,42225,40.31
SKML,SM,04-Apr-2018,65.00,62.30,62.30,62.30,62.30,62.30,62.30,10000,6.23,2,10000,100.00
SKSTEXTILE,SM,04-Apr-2018,58.25,60.85,60.95,60.85,60.95,60.95,60.90,2000,1.22,2,2000,100.00
SMARTLINK,EQ,04-Apr-2018,88.45,88.55,93.30,88.55,89.50,89.15,90.55,94029,85.15,926,26724,28.42
SMLISUZU,EQ,04-Apr-2018,769.95,778.00,795.00,765.00,766.85,768.95,777.88,20059,156.03,1560,9646,48.09
SMPL,EQ,04-Apr-2018,1.10,1.10,1.15,1.05,1.15,1.15,1.13,19654,0.22,21,10569,53.78
SMSLIFE,EQ,04-Apr-2018,390.80,392.00,402.95,392.00,402.95,401.35,397.05,1035,4.11,27,961,92.85
SMSPHARMA,EQ,04-Apr-2018,78.90,78.90,79.90,77.20,78.35,77.75,79.03,29820,23.57,274,21506,72.12
SMVD,SM,04-Apr-2018,28.00,28.20,28.20,28.20,28.20,28.20,28.20,2000,0.56,1,2000,100.00
SNOWMAN,EQ,04-Apr-2018,47.10,47.30,48.10,46.15,46.30,46.35,47.23,354004,167.20,2571,179650,50.75
SOBHA,EQ,04-Apr-2018,510.70,510.40,535.50,490.55,491.85,495.75,516.26,1004626,5186.47,19515,600435,59.77
SOLARINDS,EQ,04-Apr-2018,1080.30,1096.45,1096.45,1056.10,1070.00,1064.40,1071.61,44358,475.34,565,42798,96.48
SOMANYCERA,EQ,04-Apr-2018,657.60,658.00,677.95,653.95,677.00,674.00,669.08,109612,733.39,1380,102741,93.73
SOMATEX,EQ,04-Apr-2018,12.00,11.80,12.40,11.55,11.90,11.95,11.87,25322,3.00,66,10152,40.09
SOMICONVEY,EQ,04-Apr-2018,51.65,52.90,53.30,51.05,51.65,51.35,52.17,9559,4.99,161,6360,66.53
SONASTEER,EQ,04-Apr-2018,99.65,99.95,102.60,95.00,95.70,95.65,98.22,284811,279.73,2046,174283,61.19
SONATSOFTW,EQ,04-Apr-2018,319.40,322.80,334.90,313.35,320.45,319.45,326.19,458605,1495.91,10712,132453,28.88
SORILHOLD,EQ,04-Apr-2018,222.10,233.20,233.20,218.00,223.00,223.25,228.12,259367,591.66,2041,149906,57.80
SORILINFRA,EQ,04-Apr-2018,213.45,220.00,224.10,211.15,216.00,217.65,220.45,482401,1063.44,4687,147804,30.64
SOTL,EQ,04-Apr-2018,1432.65,1460.00,1500.00,1428.30,1453.00,1448.05,1450.65,1102,15.99,132,844,76.59
SOUTHBANK,EQ,04-Apr-2018,24.15,24.30,24.50,23.65,23.85,23.85,24.08,12631110,3041.40,21365,4928583,39.02
SOUTHWEST,SM,04-Apr-2018,82.00,83.95,83.95,80.00,80.00,80.00,82.14,9600,7.89,6,8000,83.33
SPAL,EQ,04-Apr-2018,346.60,344.85,351.00,342.25,348.55,347.05,346.02,12568,43.49,606,8611,68.52
SPARC,EQ,04-Apr-2018,390.75,393.00,395.95,380.20,380.60,381.60,387.87,118961,461.42,4081,53197,44.72
SPECIALITY,EQ,04-Apr-2018,132.00,133.00,134.40,125.50,127.00,127.20,130.56,48468,63.28,700,29350,60.56
SPENTEX,BE,04-Apr-2018,4.15,4.10,4.15,3.95,4.00,4.00,4.05,59785,2.42,52,-,-
SPHEREGSL,EQ,04-Apr-2018,31.80,32.60,35.90,31.50,33.05,33.25,33.25,37048,12.32,234,25151,67.89
SPIC,EQ,04-Apr-2018,35.20,35.35,36.45,34.35,34.40,34.55,35.53,303029,107.67,1361,115706,38.18
SPICEMOBI,EQ,04-Apr-2018,17.35,17.50,18.50,16.70,17.80,17.35,17.35,22282,3.87,136,8732,39.19
SPLIL,EQ,04-Apr-2018,24.50,23.30,25.50,23.30,25.10,24.75,24.71,5457,1.35,91,3689,67.60
SPMLINFRA,EQ,04-Apr-2018,97.85,102.90,104.95,97.25,100.95,99.55,101.16,33297,33.68,447,17698,53.15
SPTL,EQ,04-Apr-2018,61.85,62.20,64.20,60.40,60.80,60.80,62.51,2483433,1552.51,13008,1044046,42.04
SPYL,BE,04-Apr-2018,0.35,0.40,0.40,0.35,0.35,0.35,0.36,188480,0.68,33,-,-
SQSBFSI,EQ,04-Apr-2018,489.85,490.00,497.00,486.10,486.10,489.15,493.74,4268,21.07,162,3026,70.90
SREEL,EQ,04-Apr-2018,232.75,233.60,245.00,231.25,232.00,232.40,237.77,23592,56.10,594,10754,45.58
SREIBNPNCD,NJ,04-Apr-2018,1000.00,1000.00,1000.00,999.99,999.99,999.99,1000.00,73,0.73,2,73,100.00
SREIBNPNCD,NL,04-Apr-2018,985.00,985.00,985.00,985.00,985.00,985.00,985.00,151,1.49,7,151,100.00
SREIBNPNCD,NO,04-Apr-2018,990.00,998.00,1000.00,991.20,991.20,991.20,997.21,360,3.59,5,360,100.00
SREIBNPNCD,NP,04-Apr-2018,951.03,990.00,990.00,990.00,990.00,990.00,990.00,9,0.09,1,9,100.00
SREIBNPNCD,NV,04-Apr-2018,995.00,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,156,1.56,4,156,100.00
SREINFRA,EQ,04-Apr-2018,79.20,79.85,80.90,76.80,77.55,77.40,78.78,2178460,1716.19,15289,708789,32.54
SREINFRA,NX,04-Apr-2018,998.00,1003.99,1004.00,1003.98,1003.99,1003.99,1003.99,126,1.27,7,126,100.00
SREINFRA,Y1,04-Apr-2018,995.00,1000.00,1017.00,1000.00,1017.00,1017.00,1015.45,100,1.02,9,100,100.00
SREINFRA,Y9,04-Apr-2018,996.80,1000.00,1000.00,990.00,990.00,996.00,996.00,50,0.50,3,50,100.00
SREINFRA,YK,04-Apr-2018,988.00,988.00,988.00,988.00,988.00,988.00,988.00,11,0.11,1,11,100.00
SRF,EQ,04-Apr-2018,2007.65,2015.00,2044.30,1989.05,2007.00,2000.35,2010.67,241438,4854.52,12091,66101,27.38
SRHHYPOLTD,EQ,04-Apr-2018,149.05,150.70,157.05,150.50,155.00,152.25,155.13,7686,11.92,132,5448,70.88
SRIPIPES,EQ,04-Apr-2018,352.75,356.30,359.90,342.00,344.75,344.20,351.24,82999,291.53,2220,45862,55.26
SRSLTD,EQ,04-Apr-2018,0.95,0.95,1.00,0.90,1.00,0.95,0.97,1691020,16.46,232,832665,49.24
SRTRANSFIN,EQ,04-Apr-2018,1480.75,1482.00,1492.70,1440.00,1451.50,1455.15,1470.90,885323,13022.18,49112,405594,45.81
SRTRANSFIN,NW,04-Apr-2018,500.65,501.90,502.90,501.90,502.90,502.86,502.81,3782,19.02,12,3782,100.00
SRTRANSFIN,Y3,04-Apr-2018,1056.00,1050.00,1080.00,1050.00,1065.00,1065.00,1069.16,180,1.92,5,130,72.22
SRTRANSFIN,Y6,04-Apr-2018,1725.00,1736.01,1749.99,1735.00,1749.99,1749.99,1737.56,58,1.01,3,58,100.00
SRTRANSFIN,Y9,04-Apr-2018,1149.00,1158.00,1158.00,1151.50,1151.50,1151.50,1155.40,100,1.16,2,100,100.00
SRTRANSFIN,YA,04-Apr-2018,1024.99,1025.00,1025.00,1025.00,1025.00,1025.00,1025.00,25,0.26,1,25,100.00
SRTRANSFIN,YD,04-Apr-2018,1505.00,1485.00,1509.00,1484.01,1503.10,1503.10,1493.67,331,4.94,10,202,61.03
SSWL,EQ,04-Apr-2018,1150.85,1149.95,1182.25,1127.05,1136.05,1135.20,1164.66,51321,597.72,1335,43352,84.47
STAMPEDE,BE,04-Apr-2018,7.75,7.40,7.40,7.40,7.40,7.40,7.40,34814,2.58,69,-,-
STAN,DR,04-Apr-2018,60.00,63.80,63.80,60.20,61.00,61.00,61.63,894,0.55,18,552,61.74
STAR,EQ,04-Apr-2018,704.45,714.00,718.50,688.15,688.90,692.85,707.49,848620,6003.86,15569,485173,57.17
STARCEMENT,EQ,04-Apr-2018,122.60,124.00,127.40,121.50,121.60,122.45,125.02,128591,160.77,2035,55036,42.80
STARPAPER,EQ,04-Apr-2018,216.10,216.15,223.95,210.25,212.90,212.00,216.90,90601,196.52,1626,35486,39.17
STCINDIA,EQ,04-Apr-2018,147.35,148.55,151.20,141.50,147.00,144.80,146.59,160904,235.88,1912,65672,40.81
STEELCITY,SM,04-Apr-2018,84.20,84.00,84.00,82.80,82.80,82.80,83.40,4000,3.34,2,4000,100.00
STEELXIND,EQ,04-Apr-2018,25.55,25.55,26.15,25.00,25.70,25.60,25.61,185859,47.60,372,100662,54.16
STEL,EQ,04-Apr-2018,113.35,113.55,119.90,108.05,109.95,110.50,113.33,38865,44.05,472,26737,68.79
STERLINBIO,BZ,04-Apr-2018,1.65,1.60,1.60,1.60,1.60,1.60,1.60,2422,0.04,11,-,-
STERTOOLS,EQ,04-Apr-2018,381.50,384.90,414.80,378.05,400.00,400.15,403.81,104634,422.52,2384,23776,22.72
STINDIA,EQ,04-Apr-2018,13.25,13.50,13.90,12.90,13.00,13.45,13.46,1085,0.15,10,593,54.65
STRTECH,EQ,04-Apr-2018,321.75,324.85,335.80,320.80,324.50,324.95,328.76,2013391,6619.17,29002,932016,46.29
SUBEX,EQ,04-Apr-2018,8.25,8.40,8.55,8.10,8.15,8.15,8.32,2977518,247.74,1546,1346257,45.21
SUBROS,EQ,04-Apr-2018,321.20,326.00,332.60,312.85,320.00,317.55,323.10,95146,307.41,3128,29447,30.95
SUDARSCHEM,EQ,04-Apr-2018,434.50,438.50,442.90,434.50,440.00,438.90,438.04,17835,78.12,558,10250,57.47
SUJANAUNI,BE,04-Apr-2018,0.70,0.65,0.70,0.65,0.70,0.70,0.65,171307,1.12,45,-,-
SUMEETINDS,EQ,04-Apr-2018,14.70,14.95,15.65,14.75,15.25,15.15,15.23,1490847,227.02,3584,711964,47.76
SUMMITSEC,EQ,04-Apr-2018,851.75,826.30,860.00,810.00,825.05,826.30,836.90,1127,9.43,129,626,55.55
SUNCLAYLTD,EQ,04-Apr-2018,4860.65,4850.10,4922.95,4826.00,4830.00,4866.35,4888.22,11745,574.12,492,10790,91.87
SUNDARAM,EQ,04-Apr-2018,3.45,3.50,3.55,3.20,3.25,3.25,3.35,2065611,69.15,1535,1120353,54.24
SUNDARMFIN,EQ,04-Apr-2018,1694.65,1709.95,1742.10,1675.00,1709.00,1722.20,1705.67,23117,394.30,1578,13711,59.31
SUNDARMHLD,BE,04-Apr-2018,280.25,266.25,266.25,266.25,266.25,266.25,266.25,928,2.47,48,-,-
SUNDRMBRAK,EQ,04-Apr-2018,547.40,552.00,578.50,550.15,560.00,555.70,565.57,3087,17.46,437,1401,45.38
SUNDRMFAST,EQ,04-Apr-2018,565.70,567.40,577.50,559.00,564.80,562.45,568.08,114294,649.28,3644,53248,46.59
